297;SP;GUARULHOS;State;458.462128;469.559998;532.010742;496.462128;555.428589
298;SP;MARILIA;State;523.331360;541.544800;591.219421;590.773132;624.776123
299;PR;CASTRO;State;465.079376;486.926819;527.672180;526.417542;534.432983
300;SP;PRESIDENTE PRUDENTE;State;476.985535;496.165802;522.398682;528.942078;503.157898
301;PR;GUARANIACU;State;468.921112;467.932220;505.837769;504.133331;478.444458
302;SP;SERTAOZINHO;State;458.511871;464.606934;517.865356;503.298035;579.009888
303;SP;BAURU;State;488.075989;511.851990;547.866028;551.635986;570.799988
304;SP;JABOTICABAL;State;461.570007;472.556000;531.521973;491.160004;558.400024
305;SP;ITUVERAVA;State;444.960999;445.594330;501.654724;489.323273;518.113220
306;PR;COLOMBO;State;458.335449;475.141144;517.631897;510.499298;515.602844
307;SP;GUARAREMA;State;451.327271;437.454559;511.018188;463.818176;521.818176
308;SP;SAO PAULO;State;463.448395;488.003235;546.664490;523.874207;560.645142
309;PR;MARECHAL CANDIDO RONDON;State;458.463043;472.254333;524.578247;509.984772;508.260864
310;SP;TAUBATE;State;452.010895;459.865448;497.721832;492.361816;542.909119
311;SP;GARCA;State;479.481171;481.714111;549.172913;532.423523;577.647034
312;SP;ORINDIUVA;State;429.711365;440.652283;488.950012;486.677277;410.454559
313;SP;CAMPINAS;State;440.700012;450.659271;512.733337;463.370361;420.740753
314;SP;SOROCABA;State;455.385559;468.690186;531.273438;515.336975;516.994202
315;SP;LIMEIRA;State;472.921661;477.592163;530.955750;541.947937;590.599060
316;SP;CAMPINAS;State;580.213501;557.031006;603.504517;673.344971;645.500000
317;SP;GUARULHOS;State;442.567352;465.223602;525.240967;499.639587;506.944458
318;CE;CARNAUBAL;State;423.107056;415.059998;472.418823;457.351776;434.823517
319;SP;OSASCO;State;454.568939;476.642731;532.754028;507.161682;576.370972
320;SP;MARILIA;State;424.595062;433.264343;482.195038;474.722778;496.039612
321;PR;CAMPO MOURAO;State;410.064697;428.211761;470.594116;421.958832;485.882355
322;PR;APUCARANA;State;476.435699;457.685699;501.428558;504.671417;412.857147
323;SP;SAO JOSE DOS CAMPOS;Private;489.555267;502.742706;549.050232;573.198486;549.447266
324;SP;CORONEL MACEDO;State;419.247498;425.557495;469.992493;472.222504;436.500000
325;SP;GUARULHOS;State;450.619781;466.905823;509.374420;492.265106;544.186035
326;CE;TABULEIRO DO NORTE;State;442.931580;440.447357;493.889465;479.021057;507.894745
327;PR;ENGENHEIRO BELTRAO;State;447.037506;453.040283;499.834717;476.375000;478.888885
328;SP;SOROCABA;State;435.717163;446.797974;503.104034;493.530304;490.505035
329;SP;CAMPINAS;State;460.809509;486.021423;532.799988;511.907135;557.142883
330;SP;AMERICANA;State;467.053833;474.876923;514.753845;528.303101;528.923096
331;RN;PARNAMIRIM;Private;509.642853;493.207153;557.764282;565.528564;574.285706
